Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
20190000904243,04/17/2019,2130,04/18/2019,840,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,NORTHGATE
20190000904244,04/17/2019,1430,04/18/2019,905,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNIVERSITY
20190000904245,04/18/2019,545,04/18/2019,826,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SLU/CASCADE
20190000904246,04/18/2019,650,04/18/2019,936,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,SLU/CASCADE
20190000904247,04/17/2019,1630,04/18/2019,937,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O3,GEORGETOWN
20190000904249,04/17/2019,2245,04/18/2019,1010,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNIVERSITY
2019000090425,03/13/2019,1620,03/13/2019,1620,TRESPASS,TRESPASS,SOUTH,O,O1,SODO
20190000904250,04/17/2019,1600,04/18/2019,953,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,BELLTOWN
20190000904252,04/17/2019,1100,04/18/2019,1014,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S3,RAINIER VIEW
20190000904253,04/18/2019,645,04/18/2019,1022,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
20190000904254,04/08/2019,837,04/18/2019,1041,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,FREMONT
20190000904256,04/17/2019,1030,04/18/2019,1055,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,EASTLAKE - WEST
20190000904257,04/17/2019,2000,04/18/2019,1119,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000904259,04/18/2019,630,04/18/2019,1147,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000904260,04/18/2019,1000,04/18/2019,1157,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E3,CAPITOL HILL
20190000904261,04/18/2019,900,04/18/2019,1211,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,FIRST HILL
20190000904262,03/24/2019,1350,03/25/2019,917,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904265,04/16/2019,1716,04/18/2019,1414,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,BALLARD SOUTH
20190000904266,04/18/2019,0,04/18/2019,1417,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNIVERSITY
20190000904267,04/17/2019,2030,04/18/2019,1426,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S3,RAINIER BEACH
20190000904268,04/18/2019,400,04/18/2019,1447,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
20190000904269,04/16/2019,1700,04/18/2019,1500,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B3,WALLINGFORD
2019000090427,03/12/2019,1515,03/13/2019,1636,CAR PROWL,THEFT-LICENSE PLATE,NORTH,L,L1,LAKECITY
20190000904270,04/18/2019,1350,04/18/2019,1515,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,R,R3,HILLMAN CITY
20190000904271,04/14/2019,1722,04/18/2019,1515,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
20190000904274,04/04/2019,1530,04/18/2019,1537,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000904275,04/17/2019,1930,04/18/2019,1605,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FREMONT
20190000904276,04/18/2019,1525,04/18/2019,1641,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U3,SANDPOINT
20190000904277,04/17/2019,1800,04/18/2019,1701,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,FAUNTLEROY SW
20190000904278,04/18/2019,1635,04/18/2019,1706,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000904280,04/18/2019,430,04/18/2019,1743,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000904282,04/18/2019,1105,04/18/2019,1752,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
20190000904284,04/18/2019,1830,04/18/2019,1837,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL
20190000904285,04/16/2019,100,04/18/2019,1906,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904286,04/18/2019,830,04/18/2019,2000,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,R,R2,MOUNT BAKER
20190000904287,04/18/2019,2035,04/18/2019,2052,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,EASTLAKE - WEST
20190000904289,04/17/2019,930,04/18/2019,2117,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904290,04/17/2019,1900,04/18/2019,2109,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QUEEN ANNE
20190000904292,04/18/2019,1827,04/18/2019,2327,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000904294,04/13/2019,400,04/19/2019,254,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F3,HIGHLAND PARK
20190000904295,04/18/2019,1840,04/19/2019,654,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W1,NORTH ADMIRAL
20190000904296,04/18/2019,1900,04/18/2019,2339,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,BELLTOWN
20190000904297,04/19/2019,100,04/19/2019,749,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,GREENWOOD
20190000904298,04/19/2019,700,04/19/2019,804,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000904300,04/18/2019,1800,04/19/2019,820,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D2,SLU/CASCADE
20190000904301,04/18/2019,2200,04/19/2019,845,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QUEEN ANNE
20190000904302,04/16/2019,805,04/19/2019,855,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
20190000904303,04/18/2019,1159,04/19/2019,856,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNIVERSITY
20190000904306,04/17/2019,2130,04/19/2019,1008,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,EASTLAKE - WEST
20190000904307,04/16/2019,2330,04/19/2019,1058,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BALLARD NORTH
20190000904309,04/18/2019,2300,04/19/2019,1111,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904312,03/22/2019,1435,04/19/2019,1512,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L1,LAKECITY
20190000904315,04/18/2019,2330,04/19/2019,1641,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904317,04/15/2019,1705,04/19/2019,1731,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,NORTHGATE
20190000904319,04/19/2019,1130,04/19/2019,1746,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000904321,04/18/2019,1910,04/19/2019,1806,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CAPITOL HILL
20190000904322,04/19/2019,1500,04/19/2019,1913,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000904323,04/19/2019,1230,04/19/2019,1929,CAR PROWL,THEFT-CARPROWL,EAST,C,C2,MONTLAKE/PORTAGE BAY
20190000904324,04/19/2019,200,04/19/2019,1949,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,LAKECITY
20190000904327,04/19/2019,930,04/19/2019,2123,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U2,UNIVERSITY
20190000904328,04/19/2019,1947,04/19/2019,2152,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
20190000904329,04/19/2019,2140,04/20/2019,23,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
2019000090433,03/13/2019,1300,03/13/2019,1616,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,SLU/CASCADE
20190000904330,04/19/2019,2200,04/20/2019,134,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNIVERSITY
20190000904331,04/19/2019,2200,04/20/2019,211,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNIVERSITY
20190000904332,04/19/2019,2200,04/20/2019,355,CAR PROWL,THEFT-CARPROWL,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000904333,03/27/2019,800,04/20/2019,810,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D2,SLU/CASCADE
20190000904334,04/19/2019,2105,04/20/2019,837,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000904335,04/20/2019,745,04/20/2019,851,THEFT-BICYCLE,THEFT-BICYCLE,EAST,E,E1,CAPITOL HILL
20190000904337,04/20/2019,30,04/20/2019,916,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MOUNT BAKER
20190000904338,04/19/2019,2100,04/20/2019,919,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000904339,04/19/2019,2300,04/20/2019,932,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904340,04/19/2019,1930,04/20/2019,956,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PIONEER SQUARE
20190000904341,04/19/2019,2100,04/20/2019,1035,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,PHINNEY RIDGE
20190000904342,04/17/2019,2200,04/20/2019,1039,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SLU/CASCADE
20190000904343,02/28/2019,1120,04/20/2019,1141,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J2,BALLARD NORTH
20190000904344,04/19/2019,2325,04/20/2019,1158,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000904345,04/06/2019,0,04/20/2019,1247,THEFT-ALL OTHER,THEFT-MAIL,WEST,Q,Q3,QUEEN ANNE
20190000904346,04/19/2019,2350,04/20/2019,1308,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,GREENWOOD
20190000904347,04/18/2019,1600,04/20/2019,1322,THEFT-BUILDING,THEFT-BUILDING,NORTH,B,B1,BALLARD SOUTH
20190000904348,04/20/2019,125,04/20/2019,1334,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
20190000904349,04/19/2019,2100,04/20/2019,1507,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
20190000904350,04/20/2019,1420,04/20/2019,1535,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,O,O1,SODO
20190000904351,04/11/2019,1000,04/20/2019,1554,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E1,CAPITOL HILL
20190000904352,04/20/2019,1555,04/20/2019,1610,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FREMONT
20190000904353,04/17/2019,1400,04/20/2019,1618,CAR PROWL,THEFT-AUTO PARTS,NORTH,L,L2,ROOSEVELT/RAVENNA
20190000904354,04/20/2019,730,04/20/2019,1659,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000904358,04/21/2019,230,04/21/2019,240,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,SLU/CASCADE
20190000904359,04/20/2019,1950,04/20/2019,2356,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904360,04/20/2019,200,04/20/2019,2012,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U1,UNIVERSITY
20190000904361,04/20/2019,730,04/20/2019,2042,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O3,MID BEACON HILL
20190000904362,04/20/2019,2330,04/21/2019,938,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
20190000904364,04/21/2019,730,04/21/2019,1059,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904365,04/20/2019,2200,04/21/2019,1103,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000904366,04/21/2019,0,04/21/2019,1147,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QUEEN ANNE
20190000904367,04/19/2019,445,04/21/2019,1157,CAR PROWL,THEFT-CARPROWL,NORTH,N,N2,BITTERLAKE
20190000904368,04/20/2019,2100,04/21/2019,1229,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FREMONT
20190000904369,04/21/2019,1210,04/21/2019,1230,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QUEEN ANNE
20190000904370,04/20/2019,2359,04/21/2019,1234,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,NORTHGATE
20190000904371,04/20/2019,1000,04/21/2019,1249,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNIVERSITY
20190000904373,04/20/2019,2200,04/21/2019,1309,THEFT-ALL OTHER,THEFT-MAIL,SOUTHWEST,W,W3,MORGAN
20190000904377,04/18/2019,2210,04/21/2019,1419,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904378,04/21/2019,100,04/21/2019,1457,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,PHINNEY RIDGE
20190000904379,04/20/2019,2100,04/21/2019,1504,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,GREENWOOD
20190000904380,04/21/2019,1300,04/21/2019,1508,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904382,04/21/2019,1500,04/21/2019,1623,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000904383,04/21/2019,0,04/21/2019,1638,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BALLARD SOUTH
20190000904384,04/21/2019,0,04/21/2019,1659,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QUEEN ANNE
20190000904386,04/21/2019,0,04/21/2019,1827,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
20190000904387,04/21/2019,0,04/21/2019,1850,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904389,04/20/2019,2220,04/21/2019,1928,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000904390,04/21/2019,1715,04/21/2019,1932,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QUEEN ANNE
20190000904393,04/21/2019,1150,04/21/2019,1952,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000904394,04/21/2019,0,04/21/2019,2048,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904395,04/21/2019,1730,04/21/2019,2112,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MOUNT BAKER
20190000904396,04/21/2019,2020,04/21/2019,2118,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000904397,04/21/2019,100,04/21/2019,2219,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904399,04/21/2019,1630,04/21/2019,2237,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000904400,04/20/2019,1429,04/21/2019,2302,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B3,WALLINGFORD
20190000904401,04/19/2019,320,04/21/2019,2245,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BALLARD NORTH
20190000904402,04/21/2019,2245,04/21/2019,2302,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904403,04/18/2019,2350,04/22/2019,0,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S3,RAINIER VIEW
20190000904404,04/22/2019,300,04/22/2019,457,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000904405,04/21/2019,1730,04/21/2019,2358,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W3,FAUNTLEROY SW
20190000904406,04/21/2019,2030,04/22/2019,710,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R3,LAKEWOOD/SEWARD PARK
20190000904407,04/22/2019,125,04/22/2019,735,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
20190000904408,04/20/2019,1900,04/22/2019,737,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,NORTHGATE
20190000904409,04/21/2019,2300,04/22/2019,739,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,GREENWOOD
20190000904410,04/18/2019,2000,04/22/2019,816,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QUEEN ANNE
20190000904411,04/19/2019,1550,04/22/2019,822,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,PIONEER SQUARE
20190000904412,04/21/2019,2220,04/22/2019,838,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,GREENWOOD
20190000904413,04/21/2019,850,04/22/2019,859,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QUEEN ANNE
20190000904415,04/20/2019,2055,04/22/2019,906,THEFT-ALL OTHER,THEFT-MAIL,NORTH,N,N1,BITTERLAKE
20190000904416,04/21/2019,0,04/22/2019,916,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000904418,04/22/2019,0,04/22/2019,931,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S2,BRIGHTON/DUNLAP
20190000904420,04/21/2019,2200,04/22/2019,942,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
20190000904421,04/19/2019,2100,04/22/2019,944,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000904423,04/22/2019,0,04/22/2019,1004,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BALLARD SOUTH
20190000904424,04/20/2019,1020,04/22/2019,1033,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N3,NORTHGATE
20190000904425,04/20/2019,2100,04/22/2019,1012,CAR PROWL,THEFT-CARPROWL,EAST,G,G1,FIRST HILL
20190000904426,04/21/2019,30,04/22/2019,1030,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000904427,04/21/2019,2300,04/22/2019,1040,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904429,04/21/2019,430,04/22/2019,1128,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,UNIVERSITY
20190000904432,04/16/2019,1809,04/22/2019,1909,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U1,UNIVERSITY
20190000904433,04/21/2019,1945,04/22/2019,1147,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000904434,04/22/2019,1700,04/22/2019,1915,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S3,RAINIER BEACH
20190000904435,04/15/2019,1435,04/22/2019,1151,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D2,SLU/CASCADE
20190000904437,04/21/2019,1830,04/22/2019,1249,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000904438,04/22/2019,1250,04/22/2019,1251,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,HIGHLAND PARK
20190000904439,04/19/2019,0,04/22/2019,1312,CAR PROWL,THEFT-CARPROWL,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
20190000904440,04/21/2019,2100,04/22/2019,1359,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FREMONT
20190000904443,04/22/2019,1330,04/22/2019,1444,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000904444,04/21/2019,0,04/22/2019,1541,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,NORTHGATE
20190000904445,04/19/2019,1530,04/22/2019,1458,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000904446,04/20/2019,0,04/22/2019,1606,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904450,04/22/2019,1315,04/22/2019,1520,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F3,SOUTH PARK
20190000904451,04/20/2019,1600,04/22/2019,1712,THEFT-BICYCLE,THEFT-BICYCLE,WEST,Q,Q2,QUEEN ANNE
20190000904452,04/19/2019,1730,04/22/2019,1753,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904453,04/21/2019,1630,04/22/2019,1803,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,PHINNEY RIDGE
20190000904455,04/21/2019,2130,04/22/2019,1814,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F3,HIGHLAND PARK
20190000904456,04/22/2019,915,04/22/2019,2127,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904457,04/22/2019,927,04/22/2019,2043,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,FAUNTLEROY SW
20190000904458,04/16/2019,1200,04/22/2019,1625,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904459,04/21/2019,2000,04/22/2019,1838,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,PHINNEY RIDGE
20190000904460,04/21/2019,1100,04/22/2019,1843,THEFT-BUILDING,THEFT-BUILDING,NORTH,B,B1,BALLARD SOUTH
20190000904461,04/21/2019,2300,04/22/2019,1858,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
20190000904462,04/22/2019,1700,04/22/2019,1905,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000904463,04/22/2019,1630,04/22/2019,1953,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,SLU/CASCADE
20190000904464,01/14/2019,800,04/22/2019,2004,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,SANDPOINT
20190000904465,04/19/2019,2030,04/22/2019,1846,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000904466,04/06/2019,1945,04/22/2019,2024,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
20190000904467,04/22/2019,840,04/22/2019,2223,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH
20190000904468,04/22/2019,1757,04/22/2019,2318,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q2,QUEEN ANNE
20190000904469,04/20/2019,2315,04/22/2019,2328,CAR PROWL,THEFT-CARPROWL,EAST,C,C2,MADISON PARK
20190000904470,04/21/2019,2300,04/22/2019,2143,CAR PROWL,THEFT-CARPROWL,NORTH,L,L3,SANDPOINT
20190000904471,04/22/2019,2325,04/22/2019,2336,THEFT-BICYCLE,THEFT-BICYCLE,EAST,E,E2,FIRST HILL
20190000904473,04/22/2019,2220,04/22/2019,2335,CAR PROWL,THEFT-CARPROWL,NORTH,N,N2,NORTHGATE
20190000904474,04/22/2019,1300,04/23/2019,946,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,R,R1,NORTH BEACON HILL
20190000904475,04/22/2019,2200,04/23/2019,36,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QUEEN ANNE
20190000904476,04/22/2019,2300,04/23/2019,722,CAR PROWL,THEFT-AUTOACC,NORTH,U,U3,SANDPOINT
20190000904477,04/16/2019,1500,04/22/2019,2105,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,B,B1,BALLARD SOUTH
20190000904478,04/23/2019,100,04/23/2019,901,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BALLARD SOUTH
20190000904480,04/22/2019,1835,04/23/2019,931,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W1,NORTH DELRIDGE
20190000904481,04/20/2019,2330,04/23/2019,951,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,ROOSEVELT/RAVENNA
20190000904482,04/22/2019,1200,04/23/2019,953,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W3,MORGAN
20190000904483,04/22/2019,815,04/23/2019,1021,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D2,SLU/CASCADE
20190000904484,04/20/2019,2330,04/23/2019,844,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH
20190000904485,04/21/2019,2335,04/23/2019,1146,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S2,BRIGHTON/DUNLAP
20190000904488,04/21/2019,415,04/23/2019,1321,THEFT-ALL OTHER,THEFT-MAIL,SOUTHWEST,W,W3,MORGAN
20190000904489,04/21/2019,2240,04/23/2019,1348,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000904491,04/23/2019,0,04/23/2019,1233,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BALLARD SOUTH
20190000904493,04/15/2019,1640,04/23/2019,1444,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,FREMONT
20190000904494,03/08/2019,1350,04/23/2019,1455,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,FREMONT
20190000904496,04/10/2019,1000,04/23/2019,1511,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,MID BEACON HILL
20190000904497,04/23/2019,1030,04/23/2019,1520,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH
20190000904498,04/22/2019,1530,04/23/2019,1611,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W3,FAUNTLEROY SW
20190000904499,04/17/2019,1800,04/23/2019,1556,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000904500,04/21/2019,110,04/23/2019,1619,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,WALLINGFORD
20190000904503,04/07/2019,1600,04/23/2019,1727,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U1,UNIVERSITY
20190000904504,04/23/2019,1600,04/23/2019,1731,CAR PROWL,THEFT-CARPROWL,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000904508,04/23/2019,1200,04/23/2019,1902,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
20190000904509,04/21/2019,1940,04/23/2019,1956,CAR PROWL,THEFT-AUTOACC,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000904512,04/23/2019,1411,04/23/2019,2025,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U1,UNIVERSITY
20190000904513,04/21/2019,2130,04/23/2019,2026,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,PHINNEY RIDGE
20190000904514,04/23/2019,2015,04/23/2019,2348,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CAPITOL HILL
20190000904515,02/14/2019,1630,04/23/2019,2149,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J2,BALLARD NORTH
